atordjma_001.jpg,147,336,730,493,0.860081
atordjma_002.jpg,515,530,274,310,0.852401
atordjma_003.jpg,302,1187,603,354,0.949092
atordjma_004.jpg,339,906,339,199,0.889037
atordjma_006.jpg,511,787,522,319,0.749749
atordjma_007.jpg,444,713,325,182,0.763798
atordjma_008.jpg,504,762,529,316,0.920772
atordjma_010.jpg,538,764,157,96,0.738001
darchese_001.jpg,1164,239,1571,1891,0.920941
darchese_001.jpg,261,1843,1450,813,0.939964
darchese_002.jpg,1468,963,720,363,0.930992
darchese_003.jpg,635,1644,1792,911,0.940757
darchese_004.jpg,161,2630,1579,840,0.927258
darchese_005.jpg,907,992,1317,711,0.686071
darchese_006.jpg,1422,1101,398,586,0.914479
darchese_007.jpg,666,1736,1243,694,0.905531
darchese_008.jpg,943,1467,1551,1018,0.9296
darchese_009.jpg,1869,2025,641,676,0.890876
darchese_011.jpg,1094,3492,1148,153,0.628782
jbarthel_001.jpg,217,536,387,213,0.911116
jbarthel_001.jpg,388,129,406,286,0.940423
jbarthel_002.jpg,212,522,289,192,0.935777
jbarthel_003.jpg,282,397,441,182,0.900613
jbarthel_004.jpg,148,186,304,166,0.939374
jbarthel_005.jpg,132,264,326,206,0.91669
jbarthel_005.jpg,107,522,436,249,0.943752
jbarthel_006.jpg,151,182,503,318,0.955447
jbarthel_007.jpg,93,535,451,256,0.921059
jbarthel_007.jpg,212,335,317,175,0.935214
jbarthel_007.jpg,288,200,359,205,0.938098
jbarthel_008.jpg,217,536,387,213,0.911116
jbarthel_008.jpg,388,129,406,286,0.940423
jbarthel_009.jpg,340,311,252,160,0.818967
jbarthel_009.jpg,297,510,346,188,0.939502
jbarthel_010.jpg,576,297,314,166,0.594885
jbarthel_010.jpg,523,584,280,145,0.625552
jbarthel_010.jpg,282,534,313,163,0.904065
jbarthel_010.jpg,314,373,327,172,0.92756
jolegran_001.jpg,670,2020,1405,758,0.932338
jolegran_001.jpg,576,241,1436,770,0.937165
jolegran_002.jpg,183,973,2128,941,0.857659
jolegran_003.jpg,471,1678,1783,929,0.710634
jolegran_004.jpg,588,1156,1188,675,0.873834
